CAS	SMILES	InChi	InChiKey	EA, eV	BG, eV
98027-17-9	C(c1cnoc1N)#N	InChI=1S/C4H3N3O/c5-1-3-2-7-8-4(3)6/h2H,6H2	HAZRYIRJNFYOLH-UHFFFAOYSA-N	-0,11	6,02
108-52-1	Cc1ccnc(N)n1	InChI=1S/C5H7N3/c1-4-2-3-7-5(6)8-4/h2-3H,1H3,(H2,6,7,8)	GHCFWKFREBNSPC-UHFFFAOYSA-N	-0,54	5,32
6914-79-0	C1CC1(C#N)C(O)=O	InChI=1S/C5H5NO2/c6-3-5(1-2-5)4(7)8/h1-2H2,(H,7,8)	KSJJMSKNZVXAND-UHFFFAOYSA-N	-0,45	7,59
5272-86-6	Cc1c(c(C)[nH]n1)N	InChI=1S/C5H9N3/c1-3-5(6)4(2)8-7-3/h6H2,1-2H3,(H,7,8)	LNVWRBNPXCUYJI-UHFFFAOYSA-N	-0,88	5,33
1621-91-6	c1c[nH]nc1C(O)=O	InChI=1S/C4H4N2O2/c7-4(8)3-1-2-5-6-3/h1-2H,(H,5,6)(H,7,8)	KOPFEFZSAMLEHK-UHFFFAOYSA-N	-0,33	6,28
3530-15-2	Cc1nnc(C)n1N	InChI=1S/C4H8N4/c1-3-6-7-4(2)8(3)5/h5H2,1-2H3	MIIKMZAVLKMOFM-UHFFFAOYSA-N	0,65	6,12
22819-05-2	CCc1nc(N)[nH]n1	InChI=1S/C4H8N4/c1-2-3-6-4(5)8-7-3/h2H2,1H3,(H3,5,6,7,8)	ZVWFWIXWMIMWEU-UHFFFAOYSA-N	-0,73	5,94
3209-71-0	c1conc1C(O)=O	InChI=1S/C4H3NO3/c6-4(7)3-1-2-8-5-3/h1-2H,(H,6,7)	UXYRXGFUANQKTA-UHFFFAOYSA-N	0,36	6,05
3849-20-5	C(\C(C(N)=O)=N/O)#N	InChI=1S/C3H3N3O2/c4-1-2(6-8)3(5)7/h8H,(H2,5,7)/b6-2+	CAFXGFHPOQBGJP-QHHAFSJGSA-N	1,28	5,16
-	Cn1ccnc1S	InChI=1S/C4H6N2S/c1-6-3-2-5-4(6)7/h2-3H,1H3,(H,5,7)	PMRYVIKBURPHAH-UHFFFAOYSA-N	-0,72	5,66
-	C1CNCCC1CN	InChI=1S/C6H14N2/c7-5-6-1-3-8-4-2-6/h6,8H,1-5,7H2	LTEKQAPRXFBRNN-UHFFFAOYSA-N	-1,08	5,98
-	COC1CCNCC1	InChI=1S/C6H13NO/c1-8-6-2-4-7-5-3-6/h6-7H,2-5H2,1H3	ZEYSHALLPAKUHG-UHFFFAOYSA-N	-1,11	6,02
543-24-8	CC(NCC(O)=O)=O	InChI=1S/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)	OKJIRPAQVSHGFK-UHFFFAOYSA-N	-0,53	6,82
996-98-5	C(C(NN)=O)(NN)=O	InChI=1S/C2H6N4O2/c3-5-1(7)2(8)6-4/h3-4H2,(H,5,7)(H,6,8)	SWRGUMCEJHQWEE-UHFFFAOYSA-N	0,09	5,62
-	C(/C(N)=S)(N)=N/O	InChI=1S/C2H5N3OS/c3-1(5-6)2(4)7/h6H,(H2,3,5)(H2,4,7)	XNLKIFIXNHKSFH-UHFFFAOYSA-N	0,97	4,09
96-53-7	C1CSC(=N1)S	InChI=1S/C3H5NS2/c5-3-4-1-2-6-3/h1-2H2,(H,4,5)	WGJCBBASTRWVJL-UHFFFAOYSA-N	-0,38	5,84
140-95-4	C(NC(NCO)=O)O	InChI=1S/C3H8N2O3/c6-1-4-3(8)5-2-7/h6-7H,1-2H2,(H2,4,5,8)	QUBQYFYWUJJAAK-UHFFFAOYSA-N	-0,96	7,31
350-03-8	CC(c1cccnc1)=O	InChI=1S/C7H7NO/c1-6(9)7-3-2-4-8-5-7/h2-5H,1H3	WEGYGNROSJDEIW-UHFFFAOYSA-N	0,55	4,93
1452-77-3	c1ccnc(c1)C(N)=O	InChI=1S/C6H6N2O/c7-6(9)5-3-1-2-4-8-5/h1-4H,(H2,7,9)	IBBMAWULFFBRKK-UHFFFAOYSA-N	0,21	5,34
98-98-6	c1ccnc(c1)C(O)=O	InChI=1S/C6H5NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H,(H,8,9)	SIOXPEMLGUPBBT-UHFFFAOYSA-N	0,46	5,50
19713-89-4	[H]C(c1c(C)c(C)c[nH]1)=O	InChI=1S/C7H9NO/c1-5-3-8-7(4-9)6(5)2/h3-4,8H,1-2H3	LRJDGBKOYYAJJF-UHFFFAOYSA-N	-0,22	4,89
50269-95-9	c1cc(C(NN)=O)[nH]c1	InChI=1S/C5H7N3O/c6-8-5(9)4-2-1-3-7-4/h1-3,7H,6H2,(H,8,9)	FQIAWPZQJCAPSW-UHFFFAOYSA-N	-0,18	5,47
4428-38-0	C(Cc1ccco1)CN	InChI=1S/C7H11NO/c8-5-1-3-7-4-2-6-9-7/h2,4,6H,1,3,5,8H2	BMBNEIGPGNXTRH-UHFFFAOYSA-N	-1,04	6,03
15366-34-4	COC(c1cc[nH]n1)=O	InChI=1S/C5H6N2O2/c1-9-5(8)4-2-3-6-7-4/h2-3H,1H3,(H,6,7)	ORUCTBNNYKZMSK-UHFFFAOYSA-N	-0,44	6,35
675-10-5	CC1=CC(=CC(=O)O1)O	InChI=1S/C6H6O3/c1-4-2-5(7)3-6(8)9-4/h2-3,7H,1H3	NSYSSMYQPLSPOD-UHFFFAOYSA-N	-0,05	5,00
16034-46-1	Cn1c(ccn1)C(O)=O	InChI=1S/C5H6N2O2/c1-7-4(5(8)9)2-3-6-7/h2-3H,1H3,(H,8,9)	JREJQAWGQCMSIY-UHFFFAOYSA-N	0,05	5,77
40704-11-8	Cc1c(c[nH]n1)C(O)=O	InChI=1S/C5H6N2O2/c1-3-4(5(8)9)2-6-7-3/h2H,1H3,(H,6,7)(H,8,9)	HLYYXPDTFLUERX-UHFFFAOYSA-N	-0,45	6,35
5952-92-1	Cn1cc(cn1)C(O)=O	InChI=1S/C5H6N2O2/c1-7-3-4(2-6-7)5(8)9/h2-3H,1H3,(H,8,9)	UPPPWUOZCSMDTR-UHFFFAOYSA-N	-0,39	6,28
56-06-4	C1=C(N)N=C(N)NC1=O	InChI=1S/C4H6N4O/c5-2-1-3(9)8-4(6)7-2/h1H,(H5,5,6,7,8,9)	SWELIMKTDYHAOY-UHFFFAOYSA-N	-0,52	5,34
402-61-9	Cc1cc(C(O)=O)n[nH]1	InChI=1S/C5H6N2O2/c1-3-2-4(5(8)9)7-6-3/h2H,1H3,(H,6,7)(H,8,9)	WSMQKESQZFQMFW-UHFFFAOYSA-N	-0,35	5,99
3326-71-4	c1cc(C(NN)=O)oc1	InChI=1S/C5H6N2O2/c6-7-5(8)4-2-1-3-9-4/h1-3H,6H2,(H,7,8)	SKTSVWWOAIAIKI-UHFFFAOYSA-N	-0,19	5,58
25016-20-0	Cn1ccc(C(O)=O)n1	InChI=1S/C5H6N2O2/c1-7-3-2-4(6-7)5(8)9/h2-3H,1H3,(H,8,9)	YBFIKNNFQIBIQZ-UHFFFAOYSA-N	-0,30	6,22
153912-60-8	Cc1cc(CO)nn1C	InChI=1S/C6H10N2O/c1-5-3-6(4-9)7-8(5)2/h3,9H,4H2,1-2H3	XJBMHIHXRARJJS-UHFFFAOYSA-N	-0,91	6,55
696-23-1	Cc1nc(c[nH]1)[N+]([O-])=O	InChI=1S/C4H5N3O2/c1-3-5-2-4(6-3)7(8)9/h2H,1H3,(H,5,6)	FFYTTYVSDVWNMY-UHFFFAOYSA-N	0,55	4,95
34334-96-8	Cc1cc([nH]n1)[N+]([O-])=O	InChI=1S/C4H5N3O2/c1-3-2-4(6-5-3)7(8)9/h2H,1H3,(H,5,6)	ASURMMBYYOJOTQ-UHFFFAOYSA-N	1,29	4,76
832737-27-6	Cc1c(C(O)=O)n[nH]n1	InChI=1S/C4H5N3O2/c1-2-3(4(8)9)6-7-5-2/h1H3,(H,8,9)(H,5,6,7)	VCFOEWURSYAGKP-UHFFFAOYSA-N	0,07	6,24
13300-88-4	C(c1c(N)non1)(N)=O	InChI=1S/C3H4N4O2/c4-2-1(3(5)8)6-9-7-2/h(H2,4,7)(H2,5,8)	NQUIGUVMOCOCDD-UHFFFAOYSA-N	0,57	4,93
3641-13-2	C(c1nnc(N)[nH]1)(O)=O	InChI=1S/C3H4N4O2/c4-3-5-1(2(8)9)6-7-3/h(H,8,9)(H3,4,5,6,7)	MVRGLMCHDCMPKD-UHFFFAOYSA-N	0,14	5,16
852916-97-3	CNCC(NC1CC1)=O	InChI=1S/C6H12N2O/c1-7-4-6(9)8-5-2-3-5/h5,7H,2-4H2,1H3,(H,8,9)	RTGJBSRHLWCRQV-UHFFFAOYSA-N	-0,85	6,53
22476-74-0	CC1(C)C(NCCN1)=O	InChI=1S/C6H12N2O/c1-6(2)5(9)7-3-4-8-6/h8H,3-4H2,1-2H3,(H,7,9)	ZBFIRYWCOIYJDA-UHFFFAOYSA-N	-0,88	5,94
98-89-5	C1CCC(CC1)C(O)=O	InChI=1S/C7H12O2/c8-7(9)6-4-2-1-3-5-6/h6H,1-5H2,(H,8,9)	NZNMSOFKMUBTKW-UHFFFAOYSA-N	-0,99	7,59
27578-60-5	C1CCN(CC1)CCN	InChI=1S/C7H16N2/c8-4-7-9-5-2-1-3-6-9/h1-8H2	CJNRGSHEMCMUOE-UHFFFAOYSA-N	-1,12	6,03
2022-85-7	C1=C(C(N)=NC(N1)=O)F	InChI=1S/C4H4FN3O/c5-2-1-7-4(9)8-3(2)6/h1H,(H3,6,7,8,9)	XRECTZIEBJDKEO-UHFFFAOYSA-N	0,09	5,06
4214-79-3	C1=CC(NC=C1[Cl])=O	InChI=1S/C5H4ClNO/c6-4-1-2-5(8)7-3-4/h1-3H,(H,7,8)	SZFUWUOHDRMCKD-UHFFFAOYSA-N	0,20	4,53
51-21-8	C1=C(C(NC(N1)=O)=O)F	InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)	GHASVSINZRGABV-UHFFFAOYSA-N	0,30	5,34
95-20-5	Cc1cc2ccccc2[nH]1	InChI=1S/C9H9N/c1-7-6-8-4-2-3-5-9(8)10-7/h2-6,10H,1H3	BHNHHSOHWZKFOX-UHFFFAOYSA-N	-0,94	5,21
3182-85-2	CC(C)CNCC(O)=O	InChI=1S/C6H13NO2/c1-5(2)3-7-4-6(8)9/h5,7H,3-4H2,1-2H3,(H,8,9)	VKZGJEWGVNFKPE-UHFFFAOYSA-N	-0,90	6,12
615-15-6	Cc1nc2ccccc2[nH]1	InChI=1S/C8H8N2/c1-6-9-7-4-2-3-5-8(7)10-6/h2-5H,1H3,(H,9,10)	LDZYRENCLPUXAX-UHFFFAOYSA-N	-0,77	5,60
2782-91-4	CN(C)C(N(C)C)=S	InChI=1S/C5H12N2S/c1-6(2)5(8)7(3)4/h1-4H3	MNOILHPDHOHILI-UHFFFAOYSA-N	-0,49	4,94
87-41-2	C1c2ccccc2C(=O)O1	InChI=1S/C8H6O2/c9-8-7-4-2-1-3-6(7)5-10-8/h1-4H,5H2	WNZQDUSMALZDQF-UHFFFAOYSA-N	0,16	5,85
59-49-4	c1ccc2c(c1)NC(=O)O2	InChI=1S/C7H5NO2/c9-7-8-5-3-1-2-4-6(5)10-7/h1-4H,(H,8,9)	ASSKVPFEZFQQNQ-UHFFFAOYSA-N	-0,72	5,63
99-03-6	CC(c1cccc(c1)N)=O	InChI=1S/C8H9NO/c1-6(10)7-3-2-4-8(9)5-7/h2-5H,9H2,1H3	CKQHAYFOPRIUOM-UHFFFAOYSA-N	0,21	4,35
613-92-3	c1ccc(cc1)/C(N)=N/O	InChI=1S/C7H8N2O/c8-7(9-10)6-4-2-1-3-5-6/h1-5,10H,(H2,8,9)	MXOQNVMDKHLYCZ-UHFFFAOYSA-N	-0,35	5,07
64-10-8	c1ccc(cc1)NC(N)=O	InChI=1S/C7H8N2O/c8-7(10)9-6-4-2-1-3-5-6/h1-5H,(H3,8,9,10)	LUBJCRLGQSPQNN-UHFFFAOYSA-N	-0,62	5,72
82380-18-5	C(c1ccc(cc1F)O)#N	InChI=1S/C7H4FNO/c8-7-3-6(10)2-1-5(7)4-9/h1-3,10H	REIVHYDACHXPNH-UHFFFAOYSA-N	0,10	5,48
553-53-7	c1cc(cnc1)C(NN)=O	InChI=1S/C6H7N3O/c7-9-6(10)5-2-1-3-8-4-5/h1-4H,7H2,(H,9,10)	KFUSANSHCADHNJ-UHFFFAOYSA-N	0,35	5,59
849833-59-6	c1cc(cnc1)/C(N)=N/O	InChI=1S/C6H7N3O/c7-6(9-10)5-2-1-3-8-4-5/h1-4,10H,(H2,7,9)	AQBMQGDKWIPBRF-UHFFFAOYSA-N	-0,14	4,93
1594-57-6	c1cnccc1/C(N)=N/O	InChI=1S/C6H7N3O/c7-6(9-10)5-1-3-8-4-2-5/h1-4,10H,(H2,7,9)	ZUUATXHRJFHSGO-UHFFFAOYSA-N	0,15	4,86
88513-35-3	C1COc2c1cnc(N)n2	InChI=1S/C6H7N3O/c7-6-8-3-4-1-2-10-5(4)9-6/h3H,1-2H2,(H2,7,8,9)	GKTQSMMWWKODFZ-UHFFFAOYSA-N	-0,62	5,28
1396764-45-6	c1cnc(/C(N)=N/O)nc1	InChI=1S/C5H6N4O/c6-4(9-10)5-7-2-1-3-8-5/h1-3,10H,(H2,6,9)	MTMYDZFBFHZRIJ-UHFFFAOYSA-N	0,18	4,40
15690-24-1	C(=C/c1ccco1)\C(O)=O	InChI=1S/C7H6O3/c8-7(9)4-3-6-2-1-5-10-6/h1-5H,(H,8,9)/b4-3+	ZCJLOOJRNPHKAV-ONEGZZNKSA-N	0,72	4,25
35543-25-0	C1CCN(C1)CCCC#N	InChI=1S/C8H14N2/c9-5-1-2-6-10-7-3-4-8-10/h1-4,6-8H2	OSDDDHPYSNZBPF-UHFFFAOYSA-N	-0,86	6,00
5006-66-6	c1cc(ncc1C(O)=O)O	InChI=1S/C6H5NO3/c8-5-2-1-4(3-7-5)6(9)10/h1-3H,(H,7,8)(H,9,10)	BLHCMGRVFXRYRN-UHFFFAOYSA-N	0,19	5,48
699-18-3	C(=C/[N+]([O-])=O)\c1ccco1	InChI=1S/C6H5NO3/c8-7(9)4-3-6-2-1-5-10-6/h1-5H/b4-3+	WVUICGOYGDHVBH-ONEGZZNKSA-N	1,48	3,84
120650-89-7	CN(C)/C=C(\C#N)C(N)=O	InChI=1S/C6H9N3O/c1-9(2)4-5(3-7)6(8)10/h4H,1-2H3,(H2,8,10)/b5-4+	XNZBBRSOQRITIK-SNAWJCMRSA-N	0,37	4,98
3977-23-9	CC1=C(C)N=C(N)NC1=O	InChI=1S/C6H9N3O/c1-3-4(2)8-6(7)9-5(3)10/h1-2H3,(H3,7,8,9,10)	APWRLAZEMYLHKZ-UHFFFAOYSA-N	-0,37	5,08
5734-66-7	[H]N1C(N)=NC(CC)=CC1=O	InChI=1S/C6H9N3O/c1-2-4-3-5(10)9-6(7)8-4/h3H,2H2,1H3,(H3,7,8,9,10)	QDSSWFSXBZSFQO-UHFFFAOYSA-N	-0,30	5,30
34064-86-3	C(CN1CCNCC1)C#N	InChI=1S/C7H13N3/c8-2-1-5-10-6-3-9-4-7-10/h9H,1,3-7H2	MVOFPBMQTXKONX-UHFFFAOYSA-N	-0,84	6,19
40535-14-6	Cc1cc(C(NN)=O)[nH]n1	InChI=1S/C5H8N4O/c1-3-2-4(9-8-3)5(10)7-6/h2H,6H2,1H3,(H,7,10)(H,8,9)	FWNHUZOBVQZERU-UHFFFAOYSA-N	0,04	5,92
5962-13-0	C(c1ccco1)NC(N)=O	InChI=1S/C6H8N2O2/c7-6(9)8-4-5-2-1-3-10-5/h1-3H,4H2,(H3,7,8,9)	AUHRREWMYVOMRT-UHFFFAOYSA-N	-0,26	6,13
400755-43-3	CCn1c(ccn1)C(O)=O	InChI=1S/C6H8N2O2/c1-2-8-5(6(9)10)3-4-7-8/h3-4H,2H2,1H3,(H,9,10)	FSMHDKRQCDWWGZ-UHFFFAOYSA-N	0,07	5,73
129306-17-8	C1CC12C(NCC(N2)=O)=O	InChI=1S/C6H8N2O2/c9-4-3-7-5(10)6(8-4)1-2-6/h1-3H2,(H,7,10)(H,8,9)	RBBJGTYVUQPXLR-UHFFFAOYSA-N	-0,80	6,73
400755-44-4	CCn1ccc(C(O)=O)n1	InChI=1S/C6H8N2O2/c1-2-8-4-3-5(7-8)6(9)10/h3-4H,2H2,1H3,(H,9,10)	YRKRPSDCHZQNDF-UHFFFAOYSA-N	-0,35	6,19
400858-54-0	CCn1cc(cn1)C(O)=O	InChI=1S/C6H8N2O2/c1-2-8-4-5(3-7-8)6(9)10/h3-4H,2H2,1H3,(H,9,10)	BXXOXFNLGLMZSO-UHFFFAOYSA-N	-0,44	6,28
956364-44-6	Cc1cnn(CC(O)=O)c1	InChI=1S/C6H8N2O2/c1-5-2-7-8(3-5)4-6(9)10/h2-3H,4H2,1H3,(H,9,10)	FCUDOROFFCNCNP-UHFFFAOYSA-N	-0,50	6,09
126-81-8	CC1(C)CC(CC(C1)=O)=O	InChI=1S/C8H12O2/c1-8(2)4-6(9)3-7(10)5-8/h3-5H2,1-2H3	BADXJIPKFRBFOT-UHFFFAOYSA-N	-0,23	5,68
29211-68-5	CC(C)(C)C1CC(NN=1)=O	InChI=1S/C7H12N2O/c1-7(2,3)5-4-6(10)9-8-5/h4H2,1-3H3,(H,9,10)	VDNOHRWEOSDGQX-UHFFFAOYSA-N	-0,50	5,81
40649-36-3	CCCC1CCC(CC1)=O	InChI=1S/C9H16O/c1-2-3-8-4-6-9(10)7-5-8/h8H,2-7H2,1H3	NQEDLIZOPMNZMC-UHFFFAOYSA-N	-0,63	5,93
57184-27-7	CC(=C)CN1CCNCC1	InChI=1S/C8H16N2/c1-8(2)7-10-5-3-9-4-6-10/h9H,1,3-7H2,2H3	KFKOZGPFYSPNQZ-UHFFFAOYSA-N	-1,01	5,29
2510-36-3	Cc1c(C(O)=O)c(C)on1	InChI=1S/C6H7NO3/c1-3-5(6(8)9)4(2)10-7-3/h1-2H3,(H,8,9)	IJEUISLJVBUNRE-UHFFFAOYSA-N	-0,03	6,14
551-92-8	Cc1ncc([N+]([O-])=O)n1C	InChI=1S/C5H7N3O2/c1-4-6-3-5(7(4)2)8(9)10/h3H,1-2H3	IBXPYPUJPLLOIN-UHFFFAOYSA-N	0,91	4,59
29097-00-5	COC(c1c[nH]nc1N)=O	InChI=1S/C5H7N3O2/c1-10-5(9)3-2-7-8-4(3)6/h2H,1H3,(H3,6,7,8)	KGQFAPZUQKYADG-UHFFFAOYSA-N	-0,54	5,28
83467-34-9	Cc1c(CCO)c(C)on1	InChI=1S/C7H11NO2/c1-5-7(3-4-9)6(2)10-8-5/h9H,3-4H2,1-2H3	QVSACOUKYXVIGR-UHFFFAOYSA-N	-0,75	6,31
1124-53-4	CC(NC1CCCCC1)=O	InChI=1S/C8H15NO/c1-7(10)9-8-5-3-2-4-6-8/h8H,2-6H2,1H3,(H,9,10)	WRAGCBBWIYQMRF-UHFFFAOYSA-N	-0,80	6,65
7417-28-9	CC1=C(C(NC(N1)=O)=O)O	InChI=1S/C5H6N2O3/c1-2-3(8)4(9)7-5(10)6-2/h8H,1H3,(H2,6,7,9,10)	CMRSBOGQMSQPFW-UHFFFAOYSA-N	-0,01	4,91
140706-47-4	CC(Nc1c(N)non1)=O	InChI=1S/C4H6N4O2/c1-2(9)6-4-3(5)7-10-8-4/h1H3,(H2,5,7)(H,6,8,9)	GVZQUWHSBVLLCC-UHFFFAOYSA-N	-0,09	5,31
3641-14-3	COC(c1nc(N)n[nH]1)=O	InChI=1S/C4H6N4O2/c1-10-3(9)2-6-4(5)8-7-2/h1H3,(H3,5,6,7,8)	OSZNPKRMPBUQLB-UHFFFAOYSA-N	0,25	4,72
92614-86-3	C(Cn1cnnn1)C(O)=O	InChI=1S/C4H6N4O2/c9-4(10)1-2-8-3-5-6-7-8/h3H,1-2H2,(H,9,10)	WMTYEYUOSFTJBH-UHFFFAOYSA-N	-0,34	7,10
59702-31-7	CCN1CCNC(C1=O)=O	InChI=1S/C6H10N2O2/c1-2-8-4-3-7-5(9)6(8)10/h2-4H2,1H3,(H,7,9)	ZBEKOEYCWKIMGU-UHFFFAOYSA-N	0,02	5,72
23806-24-8	Cc1ccsc1C(O)=O	InChI=1S/C6H6O2S/c1-4-2-3-9-5(4)6(7)8/h2-3H,1H3,(H,7,8)	IFLKEBSJTZGCJG-UHFFFAOYSA-N	0,19	5,17
56-04-2	CC1=CC(NC(N1)=S)=O	InChI=1S/C5H6N2OS/c1-3-2-4(8)7-5(9)6-3/h2H,1H3,(H2,6,7,8,9)	HWGBHCRJGXAGEU-UHFFFAOYSA-N	0,28	4,72
7663-77-6	C1CC(N(C1)CCCN)=O	InChI=1S/C7H14N2O/c8-4-2-6-9-5-1-3-7(9)10/h1-6,8H2	HJORCZCMNWLHMB-UHFFFAOYSA-N	-1,01	6,59
698-90-8	C1CCC(CC1)NC(N)=O	InChI=1S/C7H14N2O/c8-7(10)9-6-4-2-1-3-5-6/h6H,1-5H2,(H3,8,9,10)	WUESWDIHTKHGQA-UHFFFAOYSA-N	-0,76	6,60
1903-69-1	CNC(C1CCNCC1)=O	InChI=1S/C7H14N2O/c1-8-7(10)6-2-4-9-5-3-6/h6,9H,2-5H2,1H3,(H,8,10)	QAJOLLVGOSCKGP-UHFFFAOYSA-N	-0,84	5,95
165115-15-1	Cc1nc(CCN)cs1	InChI=1S/C6H10N2S/c1-5-8-6(2-3-7)4-9-5/h4H,2-3,7H2,1H3	GLEZGSKBHYTSAD-UHFFFAOYSA-N	-0,69	5,54
159013-94-2	COC(c1c(N)non1)=O	InChI=1S/C4H5N3O3/c1-9-4(8)2-3(5)7-10-6-2/h1H3,(H2,5,7)	PNFAQDARRSPFKS-UHFFFAOYSA-N	0,69	4,89
123-00-2	C(CN)CN1CCOCC1	InChI=1S/C7H16N2O/c8-2-1-3-9-4-6-10-7-5-9/h1-8H2	UIKUBYKUYUSRSM-UHFFFAOYSA-N	-1,08	6,16
1074-86-8	C(c1cccc2c1cc[nH]2)=O	InChI=1S/C9H7NO/c11-6-7-2-1-3-9-8(7)4-5-10-9/h1-6,10H	JFDDFGLNZWNJTK-UHFFFAOYSA-N	0,41	4,28
91-55-4	Cc1c2ccccc2[nH]c1C	InChI=1S/C10H11N/c1-7-8(2)11-10-6-4-3-5-9(7)10/h3-6,11H,1-2H3	PYFVEIDRTLBMHG-UHFFFAOYSA-N	-0,90	5,08
119-39-1	C1c2ccccc2C(NN=1)=O	InChI=1S/C8H6N2O/c11-8-7-4-2-1-3-6(7)5-9-10-8/h1-5H,(H,10,11)	IJAPPYDYQCXOEF-UHFFFAOYSA-N	0,35	4,84
491-36-1	C1NC(c2ccccc2N=1)=O	InChI=1S/C8H6N2O/c11-8-6-3-1-2-4-7(6)9-5-10-8/h1-5H,(H,9,10,11)	QMNUDYFKZYBWQX-UHFFFAOYSA-N	0,07	5,12
6293-20-5	CCOC(CNC(N)=O)=O	InChI=1S/C5H10N2O3/c1-2-10-4(8)3-7-5(6)9/h2-3H2,1H3,(H3,6,7,9)	YKPKXMAVLXBQDT-UHFFFAOYSA-N	-0,70	6,86
81881-74-5	C(c1ccc2c(cc[nH]2)c1)N	InChI=1S/C9H10N2/c10-6-7-1-2-9-8(5-7)3-4-11-9/h1-5,11H,6,10H2	UAYYSAPJTRVEQA-UHFFFAOYSA-N	-0,85	5,14
582-60-5	Cc1cc2c(cc1C)[nH]cn2	InChI=1S/C9H10N2/c1-6-3-8-9(4-7(6)2)11-5-10-8/h3-5H,1-2H3,(H,10,11)	LJUQGASMPRMWIW-UHFFFAOYSA-N	-0,89	5,47
1622-57-7	Cn1c2ccccc2nc1N	InChI=1S/C8H9N3/c1-11-7-5-3-2-4-6(7)10-8(11)9/h2-5H,1H3,(H2,9,10)	XDFZKQJLNGNJAN-UHFFFAOYSA-N	-0,69	5,34
